"","Z_SCORE"
"580",1.92846084371165
"581",0.21368975308786
"582",-0.338652957584784
"583",-0.269696349817994
"584",1.34677348581091
"585",-0.2500825530795
"586",0.476048662648211
"587",-0.853222928712234
"588",0.404658875201945
"589",0.773821839780447
"590",-0.452084027324073
"591",0.153096216360479
"592",-0.92324998701107
"593",-0.460380079519861
"594",0.0576083662642487
"595",0.207745275649265
"596",0.365934593489586
"597",-0.539677427976059
"598",0.901745080848708
"599",0.0619538897976734
"600",0.851551867554723
"601",0.409359963778767
"602",0.405258199801944
"603",0.965459359221973
"604",0.178585101781729
"605",0.875337797877489
"606",0.116505623524744
"607",-0.0641348597512071
"608",0.415871131334121
"609",1.10907659681751
"610",0.385934565630736
"611",0.737405306240619
"612",0.46071293528575
"613",0.894686002204578
"614",0.342676184649579
"615",-0.362832687754466
"616",0.465861475782474
"617",1.20307020650531
"618",1.52770771491386
"619",0.70904707280975
"620",0.590345124503893
"621",-0.141569635443519
"622",0.389987379057291
"623",-0.037191169793663
"624",0.0287379269036224
"625",-0.646515257958447
"626",-1.37159122648774
"627",-0.165253670710297
"628",-0.28778181969508
"629",0.455827604765045
"630",-0.975132439626608
"631",0.138732244273199
"632",-1.38316635883702
"633",-0.265738284667861
"634",-0.403955123636323
"635",0.413973386265504
"636",-0.82943377816109
"637",-0.828639510508509
"638",-0.0268760312807709
"639",0.273334458042709
"640",-0.84683830214901
"641",-0.50133109876907
"642",-0.825103408870574
"643",-0.607496824930267
"644",-0.700847732864169
"645",-0.323934254752443
"646",-0.395480705844263
"647",-0.790440879526013
"648",-0.355222876287077
"649",0.125077227825239
"650",-0.947144804134293
"651",-0.685070269311291
"652",-0.838400840066138
"653",-0.507955769623058
"654",-0.457399529256584
"655",-0.296037163515018
"656",-0.0732308342052801
"657",-1.41028890568889
"658",-0.680839096640367
"659",-1.56641393268863
"660",-0.1925601511663
"661",-1.01162887281217
"662",-1.27186647158556
"663",0.715446780285599
"664",1.00276013232817
"665",-0.306318461383774
"666",-1.50032596649135
"667",-0.568915805302151
"668",-0.480378081948015
"669",-0.416779455176975
"670",-1.27270139792263
"671",-0.902278693058991
"672",-1.1457131106839
"673",-0.627512468811335
"674",-0.160640301432125
"675",-0.264646731068924
"676",-0.459141138888423
"677",-0.361753043451976
"678",-0.1476511038471
"679",-0.477383774585024
"680",-0.807237449091692
"681",-0.306627937467531
"682",-0.816762830644241
"683",-0.764371544654806
"684",-0.68848972667693
"685",0.0466874173988338
"686",-0.333369327054208
"687",-0.671776612383937
"688",0.118212915512489
"689",-0.655457260095252
"690",-0.97473511477122
"691",-1.0252066777691
"692",-0.619459537028494
"693",-0.346456625255913
"694",0.497435431520483
"695",0.478367052009706
"696",-0.0207448985903745
"697",-0.641621226315155
"698",-1.20835172468559
"699",-0.767039191966324
"700",-0.41660021438758
"701",-0.75585731973085
"702",-0.66774795162216
"703",-0.590620342079255
"704",-0.356437454707057
"705",-0.528130367298571
"706",-0.185316351581487
"707",0.458374741440016
"708",-0.270224538095597
"709",-0.168127246467253
"710",-0.051408595185841
"711",-0.566330579147413
"712",0.024824415059944
"713",-1.00074019736868
"714",-0.0341398015616058
"715",-0.778726652637204
"716",-1.42136370436441
"717",0.00476534539856422
"718",-1.54618166752024
"719",0.161345535248597
"720",-0.385983103317835
"721",-0.580929643777861
"722",-0.00424958551393599
"723",-1.70449044437051
"724",-1.48361585736898
"725",0.0763611621688227
"726",-0.773879328683509
"727",-1.24397371846063
"728",-0.363821888920012
"729",-0.948142871406937
"730",-1.51321545887556
"731",-0.254800118493147
"732",-0.905241290094867
"733",-0.598653842592953
"734",-0.827175232582335
"735",-0.391223164941549
"736",-1.10293585325866
"737",-0.2714218540543
"738",-0.140499064325633
"739",-1.34439062748146
"740",-0.227837854306797
"741",-0.0648786565351764
"742",-1.09624219288204
"743",-0.567604172929565
"744",-0.687279740427319
"745",-0.830025969668956
"746",-1.08816435802018
"747",-0.348532714842131
"748",0.1158993497758
"749",-1.78761189773943
"750",-0.0204231993504382
"751",-0.79816486972256
"752",-0.292550508101766
"753",-0.876907549643695
"754",-0.562071892865002
"755",-0.414186723542101
"756",-0.725169239789983
"757",-0.674506190172841
"758",-0.468890211102688
"759",0.0153999349849355
"760",0.0836756755396964
"761",-0.44792210258099
"762",-0.993852270558613
"763",-0.850426610093306
"764",-1.19752619980934
"765",-0.34736221366401
"766",-0.172639136428865
"767",-0.744008951025665
"768",0.118853553418351
"769",-0.330961744192073
"770",-0.693399151040693
"771",-1.437725096343
"772",0.11798551243372
"773",-1.23833310707363
"774",-1.21432605869795
"775",-0.411702199726916
"776",0.276028335643761
"777",0.686584853935422
"778",-0.0395106439747306
"779",0.487757800361151
"780",-0.0148760430193561
"781",-0.0639911345804894
"782",-0.452913234707004
"783",0.608232901904674
"784",0.439855177445955
"785",0.997617860109297
"786",-0.96678586229391
"787",-0.311128257718386
"788",0.692031096278324
"789",-0.0368682873694095
"790",-0.61293645948861
"791",0.429352092635609
"792",0.0835305527220771
"793",-0.0575376417126558
"794",0.420347552843828
"795",-0.93909762362592
"796",0.119559415274079
"797",0.481993928361362
"798",-0.238662213354304
"799",-0.151877372844178
"800",0.299353880881015
"801",-0.557410239130888
"802",-0.59387099224595
"803",-0.94785389291173
"804",-0.620390916994671
"805",-0.502784221439692
"806",-1.22797599704012
"807",0.0427104840550608
"808",-0.450380618046921
"809",-0.504427653591907
"810",0.262144424413628
"811",-0.0988982158621892
"812",-1.07079956684627
"813",0.0486636898106773
"814",-4.16468920464089
"815",-1.1413403407522
"816",-0.73773323866546
"817",-0.433050804483569
"818",0.873347448568917
"819",0.972940148291626
"820",-1.09973123264826
"821",-0.979193538885841
"822",-1.32332569047822
"823",-0.315787827121954
"824",-0.345694899736402
"825",-0.957851172280619
"826",-0.213721982891246
"827",0.813132420076277
"828",0.406401984226565
"829",-0.338728771954636
"830",-0.342092205280561
"831",0.395044888160003
"832",0.216842157839143
"833",0.75208837405526
"834",-1.38467667733571
"835",-0.411498857702281
"836",0.29930953831346
"837",0.366330224645023
"838",-0.122433167463933
"839",-0.154235170762469
"840",-0.0844671239364576
"841",-0.119624705351961
"842",0.211797357274984
"843",0.948300595807218
"844",0.34558277061439
"845",-1.10694772625292
"846",1.00620248369744
"847",-0.406362797637696
"848",0.36805191555323
"849",-0.234491716002259
"850",0.744634220197591
"851",-0.613480123812584
"852",-0.611923060478727
"853",-1.12245428499481
"854",0.221766292584255
"855",-0.55806270681545
"856",-0.242699099442412
"857",0.572005343185323
"858",-0.645448455762802
"859",-0.930905242655519
"860",-0.483546603729115
"861",0.780327079572482
"862",0.467686312714004
"863",0.277967133551568
"864",0.619614868742278
"865",0.0694434962271208
"866",1.0016337008976
"867",0.107314208250299
"868",-0.804819111811073
"869",-1.59902496956969
"870",-0.868206038457078
"871",-1.23215634149542
"872",0.729422313659045
"873",-0.602503021201396
"874",0.486855791285779
"875",0.269118583094686
"876",-0.184554694017441
"877",-0.560793650934597
"878",-0.846800979179743
"879",-0.832296683272551
"880",-0.597095403218138
"881",-0.824467918363784
"882",-2.43506787495587
"883",0.680023093964962
"884",-0.878068800248677
"885",0.264216865803817
"886",-0.15099447462799
"887",-3.08911621588389
"888",-0.91354466008427
"889",-1.0923151829113
"890",-0.830722975263595
"891",-0.124999274054439
"892",1.26963337081034
"893",1.22655757453434
"894",-0.0998660106221939
"895",-0.347728685310784
"896",0.601201001149773
"897",0.210418614261128
"898",-1.8211081253896
"899",-2.07558475659821
"900",-1.37234682946628
"901",-1.32566852882102
"902",-0.394724403248163
"903",0.361841416365838
"904",-0.896461088660509
"905",-0.32848884951972
"906",0.238396121384631
"907",-1.07985681766789
"908",0.242338675558107
"909",-1.11305044350752
"910",-1.1554505001569
"911",-2.34656906450037
"912",-1.63721334112622
"913",-0.821807754089608
"914",0.160010222490228
"915",-0.0689363746978377
"916",-0.299916120206857
"917",0.114438645290538
"918",-0.721269680633457
"919",-0.857278079771543
"920",-0.385579310543992
"921",-0.495363184451981
"922",-1.61329557987905
"923",-0.671965156028452
"924",0.38634299636425
"925",0.334730940099206
"926",-0.306071948803196
"927",-1.05586992802999
"928",1.24883144395096
"929",-0.841370540111839
"930",0.710462316850009
"931",1.65228641097758
"932",-2.56319131542099
"933",2.43906540473929
"934",1.43823521086302
"935",0.557152022057272
"936",0.499980742176191
"937",2.38565073494757
"938",1.48508267209108
"939",1.78364745191604
"940",2.60026674342749
"941",1.40617126061912
"942",1.65362225342916
"943",1.53584050140989
"944",1.07881712182753
"945",1.5958135074072
"946",0.273362204911677
"947",1.72504075944729
"948",1.62236924457597
"949",1.75732585864494
"950",2.30748780279052
"951",-2.16938813035598
"952",0.848209662721162
"953",2.59242160688123
"954",0.839937084265381
"955",0.970984026328314
"956",2.22833525991166
"957",1.5749046298417
"958",0.900776359812213
"959",1.20954372328168
"960",1.30435092712195
"961",-0.350423140770599
"962",0.942800453776008
"963",1.91462360908953
"964",1.17489637034635
"965",2.24948890585066
"966",0.970112324429718
"967",-0.153241397792762
"968",1.90525112624349
"969",1.87646668739579
"970",-0.579887717321645
"971",-0.16472404773006
"972",0.08526568206021
"973",1.31128170345356
"974",0.441419634838069
"975",1.54007577117834
"976",0.994019910544907
"977",-0.0441691145905178
"978",1.48331696136644
"979",1.25920662957337
"980",1.58009489287531
"981",1.54019551565067
"982",-1.48082154802135
"983",1.18380079499642
"984",2.08900734818783
"985",1.53946453887534
"986",0.789749028580022
"987",1.71919725878967
"988",1.50993607336947
"989",1.1836362013192
"990",0.81110925499047
"991",1.72300973993075
"992",1.5555075198212
"993",1.2266874049655
"994",1.89651912235858
"995",0.415439149234796
"996",1.22489423111201
"997",1.41134603203042
"998",1.5690013732634
"999",-0.286727324261537
"1000",0.99039606266704
"1001",0.0864489397904573
"1002",-0.487672361349001
"1003",1.08723609513201
"1004",1.20208723027475
"1005",1.21012512146449
"1006",0.393786753563212
"1007",2.2196586165065
"1008",0.673683082572517
"1009",1.46840023437854
"1010",1.0988046313004
"1011",1.54155149906517
"1012",1.48915559666734
"1013",1.35446321569192
"1014",1.8096009502363
"1015",3.60726298303716
"1016",2.33121013485509
"1017",2.29834034723242
"1018",1.30813987051362
"1019",1.87203283857448
"1020",1.68938400217585
"1021",1.66868221731264
"1022",2.92785784223787
"1023",2.25538550698339
"1024",2.03344833279388
"1025",1.40737868527306
"1026",1.6221771366127
"1027",2.32833307801858
"1028",2.24664771780122
"1029",1.64949820753617
"1030",2.79492978016027
"1031",1.60044968083283
"1032",1.72444873197769
"1033",1.68842785023934
"1034",1.6816541735271
"1035",1.99627326421655
"1036",1.28782714918708
"1037",2.35629616875635
"1038",1.22589253203542
"1039",5.25348234692832
"1040",3.09586645829046
"1041",2.34697330659383
"1042",2.97508946753215
"1043",2.13956202628327
"1044",1.6879838126364
"1045",2.02123786197516
"1046",1.37178569940513
"1047",0.856887555067055
"1048",2.40079562958637
"1049",0.852515557914628
"1050",2.9375588618891
"1051",0.417579069247964
"1052",1.78095563699814
"1053",0.940487756687581
"1054",3.07174340044547
"1055",2.39887268785225
"1056",2.07820164523286
"1057",1.09323722951531
"1058",1.51438565973888
"1059",1.78023236082691
"1060",2.01112925677507
"1061",2.43286378214286
"1062",1.87267118309441
"1063",1.91567937723846
"1064",1.32321898098167
"1065",2.71456116439033
"1066",2.53377365100395
"1067",0.387901741135038
"1068",0.941291690905846
"1069",0.920179573017848
"1070",3.0517548035911
"1071",1.74796389744119
"1072",3.03796940178803
"1073",2.52078337244015
"1074",1.32704631591228
"1075",2.08505892865403
"1076",1.58999026744737
"1077",1.70872622398943
"1078",1.16584325125796
"1079",2.13342989647707
"1080",1.10812191088179
"1081",1.19572338082656
"1082",3.01842956651409
"1083",2.15571351929723
"1084",1.22712354061506
"1085",0.203440700375956
"1086",2.62025603991312
"1087",2.46667043160635
"1088",1.70779595758745
"1089",4.56041262571027
"1090",2.26325242767102
"1091",2.12606383115864
"1092",3.61603665458301
"1093",1.63377586476935
"1094",1.90178611467542
"1095",0.190893643570778
"1096",0.0959233550084163
"1097",1.31697765474342
"1098",2.10109791592739
"1099",0.7252337452294
"1100",2.39852022366725
"1101",0.352450197614393
"1102",2.15220835754244
"1103",1.55058404316504
"1104",1.86163028519251
"1105",2.41308834998295
"1106",0.966161618101657
"1107",2.17908774382786
"1108",1.36743970397226
"1109",1.7815606177917
"1110",2.10678752148183
"1111",2.17453272063774
"1112",2.35107315825989
"1113",1.91198595178677
"1114",0.535535584273251
"1115",2.02944574177355
"1116",-0.481134753086336
"1117",1.45168248337793
"1118",3.02338916350171
"1119",2.84315945832171
"1120",0.650040236497563
"1121",2.59669309001412
"1122",3.24809116194269
"1123",2.41451096687731
"1124",1.30566927720572
"1125",1.43997408633899
"1126",1.87261521372922
"1127",1.65402515836708
"1128",1.93698888941381
"1129",1.60571311961062
"1130",0.331211821040706
"1131",2.56993438376569
"1132",0.270761091382801
"1133",-0.168212349372325
"1134",0.753460987559256
"1135",1.80864476989911
"1136",1.0779547604294
"1137",1.45193795599077
"1138",1.32363158090678
"1139",3.13477766491742
"1140",1.15840721511577
"1141",3.49823013280465
"1142",2.01820656098375
"1143",2.84824591665809
"1144",2.6168572421453
"1145",-0.588943354883928
"1146",1.13423519325957
"1147",3.70257327146842
"1148",0.912473455813581
"1149",1.33158719663824
"1150",0.977178204381848
"1151",2.10494657989486
"1152",2.50975680814791
"1153",2.94582329074496
"1154",2.34246593261631
"1155",1.80922111371753
"1156",0.281704925848109
"1157",2.33573691908574
"1158",2.06975377950967
"1159",3.69859656203695
"1160",1.45429223626679
"1161",2.26102311759015
"1162",3.27565663119529
"1163",2.53450674499003
"1164",2.68847420253865
"1165",0.653399688101081
"1166",0.245163683920963
"1167",1.01743105973794
"1168",0.145944791710337
"1169",-0.37899892780755
"1170",0.220931046616747
"1171",0.801973183805514
"1172",0.129684453281983
"1173",0.966750289026768
"1174",0.221785183525562
"1175",-0.293539773842779
"1176",-0.629455173501084
"1177",-0.0822794592310781
"1178",0.404949441257939
"1179",-0.505538092035473
"1180",-0.30835346010157
"1181",0.228264039490387
"1182",0.628749122692827
"1183",-0.0689355506272182
"1184",-0.0631313925142641
"1185",-0.118587102868538
"1186",-0.106160689393781
"1187",-0.120134771813241
"1188",0.120439106372255
"1189",0.251231922510564
"1190",-0.794908607222122
